,age,job,marital
23002,51,admin.,married
23003,41,admin.,single
23004,38,admin.,married
23005,51,admin.,single
23006,46,admin.,married
23007,55,retired,married
23008,60,management,married
23009,36,housemaid,married
23010,40,technician,divorced
23011,48,housemaid,married
23012,47,self-employed,married
23013,40,admin.,married
23014,55,services,married
23015,49,admin.,married
23016,54,blue-collar,married
23017,56,services,married
23018,47,self-employed,married
23019,33,technician,married
23020,50,admin.,divorced
23021,56,admin.,divorced
23022,31,technician,divorced
23023,38,admin.,married
23024,59,housemaid,married
23025,50,blue-collar,married
23026,49,services,married
23027,38,technician,married
23028,49,admin.,married
23029,50,admin.,divorced
23030,40,technician,divorced
23031,59,management,married
23032,57,retired,married
23033,38,admin.,married
23034,47,self-employed,married
23035,50,admin.,divorced
23036,47,self-employed,married
23037,48,blue-collar,married
23038,46,admin.,married
23039,48,technician,married
23040,37,housemaid,married
23041,45,technician,divorced
23042,57,admin.,married
23043,32,technician,single
23044,49,blue-collar,married
23045,48,housemaid,married
23046,48,technician,married
23047,48,technician,married
23048,44,admin.,married
23049,41,technician,single
23050,32,technician,single
23051,47,self-employed,married
23052,44,admin.,married
23053,36,technician,married
23054,38,admin.,married
23055,55,technician,divorced
23056,55,technician,divorced
23057,45,blue-collar,married
23058,46,admin.,married
23059,42,management,married
23060,42,management,married
23061,34,technician,single
23062,38,technician,single
23063,42,management,married
23064,55,technician,divorced
23065,31,technician,divorced
23066,41,self-employed,married
23067,32,technician,married
23068,60,self-employed,married
23069,46,admin.,married
23070,46,admin.,married
23071,50,admin.,married
23072,35,admin.,single
23073,35,admin.,single
23074,50,admin.,married
23075,48,housemaid,married
23076,50,blue-collar,married
23077,59,management,married
23078,38,admin.,married
23079,55,technician,divorced
23080,37,technician,divorced
23081,55,technician,divorced
23082,42,housemaid,married
23083,47,self-employed,married
23084,55,technician,divorced
23085,40,technician,divorced
23086,38,management,divorced
23087,39,technician,married
23088,55,admin.,married
23089,53,admin.,married
23090,50,technician,married
23091,35,technician,single
23092,35,technician,single
23093,45,unknown,married
23094,35,technician,single
23095,40,admin.,single
23096,47,blue-collar,married
23097,45,unknown,married
23098,37,technician,married
23099,41,technician,single
23100,41,technician,single
23101,41,technician,single
23102,41,technician,single
23103,48,admin.,married
23104,37,technician,divorced
23105,37,technician,divorced
23106,33,management,married
23107,37,technician,divorced
23108,33,management,married
23109,50,admin.,married
23110,30,technician,married
23111,37,admin.,married
23112,32,admin.,married
23113,54,admin.,married
23114,32,admin.,married
23115,56,services,married
23116,36,housemaid,married
23117,48,technician,married
23118,47,technician,married
23119,29,technician,single
23120,56,retired,married
23121,40,admin.,single
23122,52,unemployed,divorced
23123,33,technician,married
23124,47,blue-collar,married
23125,50,blue-collar,married
23126,56,services,married
23127,57,technician,married
23128,56,services,married
23129,37,housemaid,married
23130,45,blue-collar,married
23131,58,self-employed,married
23132,50,blue-collar,married
23133,38,technician,married
23134,38,technician,married
23135,48,technician,married
23136,50,technician,married
23137,50,admin.,divorced
23138,32,technician,single
23139,47,self-employed,married
23140,38,admin.,married
23141,48,technician,married
23142,33,admin.,divorced
23143,48,services,married
23144,33,admin.,divorced
23145,32,technician,single
23146,30,technician,divorced
23147,47,technician,married
23148,33,technician,married
23149,48,services,married
23150,57,retired,married
23151,55,management,married
23152,38,admin.,married
23153,29,admin.,married
23154,39,technician,divorced
23155,52,blue-collar,married
23156,40,management,married
23157,32,admin.,married
23158,57,retired,married
23159,35,technician,married
23160,48,services,married
23161,35,technician,married
23162,54,admin.,married
23163,35,technician,married
23164,43,technician,married
23165,35,technician,married
23166,32,admin.,divorced
23167,35,technician,single
23168,37,technician,divorced
23169,60,unknown,married
23170,52,unemployed,divorced
23171,46,admin.,married
23172,47,self-employed,married
23173,51,blue-collar,married
23174,52,blue-collar,married
23175,32,technician,divorced
23176,33,admin.,married
23177,29,admin.,single
23178,32,technician,single
23179,59,housemaid,married
23180,41,unemployed,divorced
23181,40,technician,single
23182,50,services,married
23183,50,blue-collar,married
23184,53,unknown,married
23185,33,technician,married
23186,44,technician,married
23187,50,housemaid,married
23188,58,blue-collar,married
23189,35,admin.,single
23190,55,admin.,married
23191,54,admin.,married
23192,60,technician,married
23193,48,technician,single
23194,43,management,married
23195,31,admin.,married
23196,51,admin.,married
23197,47,admin.,divorced
23198,42,admin.,married
23199,46,entrepreneur,married
23200,42,admin.,married
23201,47,admin.,married
23202,36,technician,married
23203,47,blue-collar,married
23204,38,technician,married
23205,47,management,married
23206,37,technician,single
23207,47,entrepreneur,married
23208,52,technician,married
23209,42,technician,divorced
23210,53,unknown,married
23211,42,admin.,married
23212,42,management,married
23213,37,services,married
23214,29,admin.,single
23215,52,blue-collar,married
23216,57,admin.,married
23217,46,services,married
23218,57,technician,single
23219,55,management,married
23220,31,management,married
23221,55,blue-collar,married
23222,38,technician,married
23223,29,admin.,single
23224,47,admin.,married
23225,44,technician,married
23226,45,services,married
23227,57,blue-collar,married
23228,29,services,married
23229,54,admin.,married
23230,48,admin.,married
23231,56,admin.,married
23232,37,blue-collar,single
23233,48,admin.,divorced
23234,38,admin.,married
23235,58,retired,married
23236,47,admin.,married
23237,51,services,married
23238,42,self-employed,single
23239,57,admin.,married
23240,46,housemaid,married
23241,56,services,divorced
23242,46,admin.,married
23243,59,retired,married
23244,55,blue-collar,married
23245,36,technician,married
23246,58,blue-collar,divorced
23247,58,housemaid,married
23248,47,technician,married
23249,55,management,married
23250,44,technician,divorced
23251,40,technician,married
23252,37,blue-collar,single
23253,41,admin.,married
23254,33,admin.,single
23255,48,admin.,married
23256,48,blue-collar,married
23257,39,admin.,married
23258,52,housemaid,married
23259,48,admin.,married
23260,44,admin.,divorced
23261,45,admin.,married
23262,40,admin.,married
23263,29,admin.,single
23264,43,technician,married
23265,47,technician,divorced
23266,29,technician,single
23267,31,technician,single
23268,37,blue-collar,single
23269,36,technician,married
23270,59,admin.,divorced
23271,30,technician,single
23272,57,retired,married
23273,53,unknown,married
23274,52,unknown,married
23275,41,technician,single
23276,43,admin.,married
23277,48,entrepreneur,married
23278,59,retired,married
23279,36,admin.,married
23280,41,technician,married
23281,52,technician,married
23282,55,management,married
23283,45,technician,married
23284,46,admin.,married
23285,51,technician,married
23286,50,blue-collar,married
23287,50,blue-collar,married
23288,57,retired,married
23289,60,retired,married
23290,53,unknown,married
23291,31,management,married
23292,44,technician,married
23293,34,admin.,married
23294,58,admin.,single
23295,51,admin.,married
23296,57,retired,married
23297,57,blue-collar,married
23298,57,blue-collar,married
23299,52,admin.,divorced
23300,45,technician,single
23301,46,admin.,married
23302,47,technician,divorced
23303,44,technician,married
23304,40,admin.,married
23305,51,technician,married
23306,44,technician,married
23307,37,housemaid,married
23308,60,retired,married
23309,57,retired,married
23310,39,technician,married
23311,47,admin.,divorced
23312,57,retired,married
23313,30,admin.,single
23314,55,services,married
23315,52,admin.,married
23316,44,technician,married
23317,48,admin.,married
23318,49,admin.,married
23319,41,technician,single
23320,54,technician,married
23321,48,admin.,married
23322,43,self-employed,married
23323,41,technician,married
23324,54,admin.,divorced
23325,57,blue-collar,married
23326,57,blue-collar,married
23327,42,management,married
23328,41,technician,single
23329,54,admin.,married
23330,44,technician,single
23331,31,management,married
23332,55,technician,married
23333,51,technician,married
23334,41,admin.,married
23335,44,technician,single
23336,47,admin.,married
23337,45,admin.,married
23338,52,technician,married
23339,46,technician,divorced
23340,54,admin.,married
23341,48,blue-collar,married
23342,60,retired,married
23343,53,unknown,married
23344,47,admin.,married
23345,54,admin.,married
23346,57,retired,married
23347,57,blue-collar,married
23348,53,blue-collar,married
23349,57,retired,married
23350,58,blue-collar,married
23351,48,admin.,married
23352,57,admin.,married
23353,56,admin.,married
23354,40,admin.,married
23355,47,admin.,married
23356,51,technician,married
23357,47,admin.,married
23358,54,technician,married
23359,53,unknown,married
23360,30,technician,married
23361,47,admin.,married
23362,31,self-employed,married
23363,46,housemaid,married
23364,52,admin.,married
23365,43,management,married
23366,57,retired,married
23367,54,technician,married
23368,48,technician,divorced
23369,46,technician,divorced
23370,51,technician,married
23371,40,technician,single
23372,47,technician,divorced
23373,37,admin.,single
23374,44,admin.,divorced
23375,47,technician,divorced
23376,30,technician,single
23377,48,admin.,divorced
23378,54,admin.,married
23379,44,technician,married
23380,41,technician,divorced
23381,33,admin.,single
23382,37,technician,single
23383,52,admin.,married
23384,54,management,married
23385,29,admin.,single
23386,38,technician,single
23387,40,admin.,married
23388,54,housemaid,married
23389,37,technician,married
23390,59,retired,married
23391,41,technician,divorced
23392,47,technician,married
23393,56,retired,divorced
23394,49,technician,married
23395,56,admin.,married
23396,37,technician,married
23397,52,technician,divorced
23398,43,technician,married
23399,58,technician,divorced
23400,39,admin.,married
23401,38,unknown,married
23402,42,management,married
23403,29,admin.,single
23404,32,technician,divorced
23405,47,technician,married
23406,30,technician,single
23407,31,unemployed,married
23408,58,admin.,married
23409,44,admin.,married
23410,44,admin.,married
23411,31,technician,single
23412,33,admin.,single
23413,39,admin.,married
23414,47,technician,married
23415,44,technician,married
23416,44,technician,married
23417,33,admin.,single
23418,43,admin.,married
23419,29,technician,single
23420,46,services,married
23421,30,management,married
23422,31,technician,single
23423,33,self-employed,married
23424,33,self-employed,married
